,heading,rating,location,img_url,text,rating_unknown,cleaned_text
377,Arambol Beach,4.4,North Goa,https://www.holidify.com/images/cmsuploads/compressed/3201_20200511192013.jpg,"beautiful and serene, arambol beach is among the best beaches of north goa and is relatively unexploited by tourist activities. considered to be one of the most spectacular beaches in goa, arambol beach has a distinct bohemian feel to it, which attracts tourists from all over the world.",0,beautiful serene arambol beach among best beaches north goa relatively unexploited tourist activities considered one spectacular beaches goa arambol beach distinct bohemian feel it attracts tourists world
378,Vagator Beach,4.3,North Goa,https://www.holidify.com/images/cmsuploads/compressed/19043358424_720d72b8ba_b_20170831193626.jpg,"vagator beach is one of the most beautiful beaches in goa. it is famous for its soft white sands and imposing but beautiful rocky cliffs. the beach is divided into two major parts, namely little vagator, also known as ozran beach, and big vagator. it is also popular for its sweeping panoramic views, beach shacks and trance parties.",0,vagator beach one beautiful beaches goa famous soft white sands imposing beautiful rocky cliffs beach divided two major parts namely little vagator also known ozran beach big vagator it also popular sweeping panoramic views beach shacks trance parties
379,Fontainhas and Sao Tome,-1.0,Panaji,https://www.holidify.com/images/foreign/compressed/attr_123813.jpg,fontainhas and sao tome is a beautiful latin quarter located in panaji on the banks of the ourem creek and named after the natural springs nearby. it was laid out on a piece of land acquired by a goan in the 18th century who had made a fortune in mozambique. the quarter is now recognised as a heritage site and is famous for its charming portuguese style houses on the base of the altinho hills.,1,fontainhas sao tome beautiful latin quarter located panaji banks ourem creek named natural springs nearby laid piece land acquired goan 18th century made fortune mozambique quarter recognised heritage site famous charming portuguese style houses base altinho hills
380,Church of Our Lady of the Immaculate Conception,3.7,Panaji,https://www.holidify.com/images/cmsuploads/compressed/ChurchofOurLadyoftheImmaculateConception_20200110113242_20200110113332.jpg,"located in panjim, our lady of immaculate conception is one of the oldest chapels in goa. it is known to house the second largest church bells in goa. the view of the sunset and the church lit up at night is a soothing sight to witness.",0,located panjim lady immaculate conception one oldest chapels goa known house second largest church bells goa view sunset church lit night soothing sight witness
381,Tito's Nightclub,3.5,North Goa,https://www.holidify.com/images/cmsuploads/compressed/5679_20190514170534.jpg,"titos nightclub is one of the top things to do in goa for most tourists. located in calangute, tito's is one of the most famous nightclubs in goa. the entire lane in baga, where the pub is located is popularly called tito lane.",0,titos nightclub one top things goa tourists located calangute tito s one famous nightclubs goa entire lane baga pub located popularly called tito lane
382,Brittos,-1.0,GOA,https://www.holidify.com/images/cmsuploads/compressed/7_20200828120056.jpg,"be it during the season or off-season, you cannot not come here if you're in goa. it is amongst the best shacks in baga beach and is just perfect if you're seeking the company of the sea and the sand while you sip on that beer.",1,season off season cannot come goa amongst best shacks baga beach perfect seeking company sea sand sip beer
383,Mambos,3.7,North Goa,https://www.holidify.com/images/cmsuploads/compressed/mamboo_20200206131113_20200206131133.jpg,"located in the famous titos lane, mambos is a popular nightclub in goa. the open-air lounge encircles a dancing area with a host of indian and international djs playing every night. they also serve a variety of hookahs.",0,located famous titos lane mambos popular nightclub goa open air lounge encircles dancing area host indian international djs playing every night also serve variety hookahs
384,Club LPK - Love Passion Karma,3.7,North Goa,https://www.holidify.com/images/cmsuploads/compressed/lpk-goa-love-passion-karma_625x350_51445600167_20200103130315.jpg,"club lpk is one of the most popular nightlife spots in goa. surrounded by water on three sides, it was shifted to nerul from its original location. the nightclub has generally some good djs playing a mix of house, trance, and bollywood music.",0,club lpk one popular nightlife spots goa surrounded water three sides shifted nerul original location nightclub generally good djs playing mix house trance bollywood music
385,Anjuna Flea Market,-1.0,GOA,https://www.holidify.com/images/cmsuploads/compressed/e_20190430211302.PNG,"anjuna flea market on wednesday is a treasure trove of trinkets, handicrafts, hippie clothing, souvenirs and everything else from cheap bags to footwear and junk jewellery. also popular as the queen of hippie flea markets, the anjuna flea market as much a part of the goa experience as the beaches.",1,anjuna flea market wednesday treasure trove trinkets handicrafts hippie clothing souvenirs everything else cheap bags footwear junk jewellery also popular queen hippie flea markets anjuna flea market much part goa experience beaches
386,Palolem Beach,4.4,South Goa,https://www.holidify.com/images/cmsuploads/compressed/attr_wiki_1378_20200805185347.jpg,"palolem beach, located in the south goa is one of the most beautiful beaches of the union territory has to offer. mostly unspoiled, the beach is often flocked with foreign tourists.",0,palolem beach located south goa one beautiful beaches union territory offer mostly unspoiled beach often flocked foreign tourists
387,Bungee Jumping in Goa,-1.0,GOA,https://www.holidify.com/images/cmsuploads/compressed/BungeeJumping_20181010140347_20181010140431.jpg,"located near one of the most popular beaches in goa that is obviously anjuna beach, the gravity adventure zone conduct bungee jumping from a height of 80 ft and has been installed by a us based company- sports tower inc.

it is one of the lowest bungee jumping site and is good for a first try and is priced at a reasonable rate.",1,located near one popular beaches goa obviously anjuna beach gravity adventure zone conduct bungee jumping height 80 ft installed us based company sports tower inc one lowest bungee jumping site good first try priced reasonable rate
388,Spa and Massages,3.7,GOA,https://www.holidify.com/images/cmsuploads/compressed/4373_20210127153133.jpg,goa is full of spa resorts and ayurvedic massage centers. beachside massages are also available at some beaches. various spas of goa which are preferred by the tourists from all around the world are sereno spa and leela kempinski goa spa center.,0,goa full spa resorts ayurvedic massage centers beachside massages also available beaches various spas goa preferred tourists around world sereno spa leela kempinski goa spa center
