,heading,rating,location,img_url,text
57, 6. Yas WaterWorld ,"
3.3
 /5
",ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_710040427_20190822150715_20190822150731.jpg," The Yas Waterworld has since been rated as one of the top 12 water parks in the world. It boasts of 40 exciting and unique rides and slides, and five other attractions that are guaranteed to keep you entertained throughout your day here. There are multiple restaurants, cafes, lockers, children's play area and all other essential facilities to make your visit a smooth one. "
58, 7. Observation Deck at 300 ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/Observation-Deck-At-300_20180728205032.jpg," The Observation Deck at 300 provides a 360-degree panoramic view of the city of Abu Dhabi. With the use of binoculars for a closer view, one can enjoy a unique bird’s eye view of the skyline, the Corniche and the Arabian Gulf. As the name suggests, the Observation Deck is located 300 metres above ground, which makes it the highest vantage point in the city. "
59," 8. Warner Bros. World, Abu Dhabi ",-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/1_16a084eef10.2256400_3144205672_16a084eef10_large_20190819101726.jpg," Warner Bros. World Abu Dhabi is a fully air-conditioned indoor amusement park. This USD 1 billion worth project houses 29 rides, 7-star restaurants, shops, and thrilling shows all including iconic Warner Bros entertainment characters. "
60, 9. The Emirates Palace ,"
4.2
 /5
",ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_265362329_20190822150412_20190822150417.jpg," Located on Abu Dhabi's waterfront, the Emirates Palace is one of the most expensive hotels in Abu Dhabi, as well as, a cultural hub. Visitors have access to only the certain areas of the hotel like the lobby, exhibitions and outdoor areas.  "
61, 10. Abu Dhabi Corniche ,"
3.7
 /5
",ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/1024px-Abu_Dhabi_Skyline_fron_Corniche_Rd_20190729135642_20190806163031.JPG," The Abu Dhabi Corniche is an 8 kilometre-long stretch of a well-maintained waterfront that nestles cafes, restaurants, children's play zone and separate pathways for pedestrians and cycles. "
62, 11. Abu Dhabi Desert Safari ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/dunebashing-abudhabi_20190425130552.jpg," Capturing a view of the sunset and the sunrise through the eternal sands of Abu Dhabi’s deserts is an experience everyonemust haveonce in their lifetime. Apart from the safari, one can experience Camel Riding, Quad Biking, Sand Boarding, Dune Bashing and other thrilling and fun-filled activities. "
63, 12. Hili Fun City ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/banner-01_20190308121700_20190308122050.png," Hili Fun City is the first themed amusement park to open in the Gulf region. It is located in the Garden City of Al Ain in Abu Dhabi and is immensely popular with children for the thrilling, adventurous rides and several attractions that are enjoyed by the parents as well. The Hili Fun City also houses a huge ice rink similar to that used Olympics, another first in the Gulf. "
64, 13. Emirates Park Zoo ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/emirates_park_zoo_20190807162823_20190807162957.jpg," The Emirates Park Zoo is home to more than 1,400 species of animals, including birds, reptiles, mammals and other wildlife. The zoo, which remains open 365 days a year, makes for a perfect destination for children and families, incorporating the concept of edutainment – education combined with enjoyable and fun activities.  "
65, 14. Marina Mall Abu Dhabi  ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/15858296767_0811056527_b_20191011201620.jpg," Recognized as one of the best malls of Abu Dhabi, Marina Mall is a 122,000 sq meters space housing about 400 plus retail stores, a hypermarket, banks, specialty stores, some offices, and a Mercedes Benz car showroom. It is located in close proximity to the Emirates Palace. "
66, 15. Masdar City ,"
3.6
 /5
",ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1449988391_20190810152125_20190810152153.jpg," A one-of-its-kind revolutionary wonder of Abu Dhabi, Masdar City is entirely powered by renewable energy. This planned city is soon to pave the way for sustainable-energy-run cities in the near future. "
67, 16. Qasr Al Muwaiji ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/800px-Qasr_Al_Muwaiji_1_20191213111941.jpg," The beautiful mud-brick fort is located on the western side of Abu Dhabi. Built in the early 20th century, it has always been closely associated with the politics of the country throughout history. The fort is the birthplace of the current ruler of Abu Dhabi, Sheikh Khalifa bin Zayed Al Nahyan. Qasr Al Muwaiji is an interesting place for tourists and locals to learn more about the life and history of the present and the former ruler of Abu Dhabi. It offers a range of workshops and events for those who wish to know about U.A.E's history. The exhibition, courtyard and the oasis are definitely worth a visit too.
 "
68, 17. Sheikh Zayed Bridge ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_372736792_20190822150940_20190822150945.jpg," Often regarded as the most complex bridge ever built, the 842 metres long and 64 metres high Sheikh Zayed Bridge is truly a sight to see. It spans the waters of the Maqta channel, and it is the fourth bridge connecting Abu Dhabi to the mainland. It was designed by Zaha Hadid, who was the first woman architect to win the Pritzker Architecture Prize winner. "
69, 18. Liwa Oasis ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_480874987_20190822151044_20190822151049.jpg," The Liwa Oasis is a 100 km long crescent shaped oasis situated 220 km north of Abu Dhabi island on the northern edge of Saudi Arabia’s Empty Quarter (the Ruba’ Al Khali). The oasis is one of the most important farming and pasture production regions of the UAE, making it an important part of the country, especially integral to UAE’s rural culture. The desert life you get to see at this unique oasis is completely authentic and very immersive. "
70, 19. Manarat Al Saadiyat ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/manarat-al-saadiyat-and-uae-pavillion-hero-03_20180727223453.jpg," Set in the Saadiyat Cultural District of Abu Dhabi, the Manarat Al Saadiyat portrays the local, regional and international artistic and cultural expression. One can explore and discover famous collections from global creators, as well as important cultural exhibits from local communities. "
71, 20. Capital Gate ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/947665658_adtower-1_20190518150200.jpg," Capital Gates is Abu Dhabi’s answer to the Leaning tower of Pisa of Europe, except that it leans four times more. It is located in the centre of Abu Dhabi and well connected with most important buildings of the city. The Capital Gate is flanked by Al Khaleej Al Arabi street on one side. Nothing short of an architectural marvel, this structure is a must see for all tourists. "
72, 21. Qasr al-Hosn fort ,"
3.8
 /5
",ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1324721033_20190822151221_20190822151241.jpg, The Qasr al-Hosn is an exhibition centre displaying the historic events in the past of the city of Abu Dhabi. It is alo the oldest exhibition in Abu Dhabi and is the narration of the story of Abu Dhabi and its people. 
73, 22. Sir Bani Yas Island  ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/images(4)_20191216115433.jpeg," United Arab Emirates largest natural island and wildlife reserve, Sir Bani Yas Island is located in the Western region of Abu Dhabi. Sheikh Zayed bin Sultan Al Nahyan, the UAE’s founder made an initiative to transform the region into a beautiful natural reserve, giving a home to endangered species. Named after the tribe which first inhabited the island, it was formed when a salt dome was created, which is presently a landmark of the region.  "
74, 23. Etihad Towers ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_189109481_20190822151438_20190822151443.jpg," The colossal Etihad Towers houses five magnificent towers which characterise the city's skyline. Located in the Al Ras Al Akhdar district opposite the Emirates Palace, the Etihad Towers is designed to provide a luxurious experience to the visitors featuring apartments, offices and the Jumeirah Hotel. "
75, 24. Mushrif Central Park ,-1,ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_768297073_20190822151600_20190822151607.jpg," Mushrif Central Park, also known as Umm Al Emarat Park in Abu Dhabi is one of the oldest and largest parks in the city. Covering an area of 14.5 hectares of land, the park features a range of educational and recreational experiences in a safe and secure environment for the community. The park is often described as a 'People's Park', and has plenty to do for people of all ages, for both residents and tourists. It is designed to help educate and enrich people, and simultaneously socialize and enjoy at a community level. "
76, 25. Al Jahili Fort ,"
3.6
 /5
",ABU-DHABI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1158733441_20190822151711_20190822151717.jpg," One of the historic structures of UAE, Al Jahili Fort presents a picture perfect view nestled amid natureÍs beauty. "
